county,last_updated,cases,deaths,recovered,state,source
Cross,2020-03-26T19:54:00Z,1,0,0,Arkansas,csbs
Hempstead,2020-03-26T19:54:00Z,1,0,0,Arkansas,csbs
Pike,2020-03-26T19:54:00Z,1,0,0,Arkansas,csbs
Hot Spring,2020-03-26T19:54:00Z,1,0,0,Arkansas,csbs
Drew,2020-03-26T19:54:00Z,1,0,0,Arkansas,csbs
Lawrence,2020-03-26T19:54:00Z,1,0,0,Arkansas,csbs
Lonoke,2020-03-26T19:54:00Z,1,0,0,Arkansas,csbs
Randolph,2020-03-26T19:54:00Z,1,0,0,Arkansas,csbs
Washington,2020-03-26T19:54:00Z,104,3,0,Oregon,csbs
Marion,2020-03-26T19:54:00Z,57,2,0,Oregon,csbs
Multnomah,2020-03-26T19:54:00Z,45,2,0,Oregon,csbs
Linn,2020-03-26T19:54:00Z,26,1,0,Oregon,csbs
Clackamas,2020-03-26T19:54:00Z,21,2,0,Oregon,csbs
Deschutes,2020-03-26T19:54:00Z,15,0,0,Oregon,csbs
Yamhill,2020-03-26T19:54:00Z,7,0,0,Oregon,csbs
Lane,2020-03-26T19:54:00Z,7,1,0,Oregon,csbs
Polk,2020-03-26T19:54:00Z,6,0,0,Oregon,csbs
Benton,2020-03-26T19:54:00Z,6,0,0,Oregon,csbs
Jackson,2020-03-26T19:54:00Z,4,0,0,Oregon,csbs
Josephine,2020-03-26T19:54:00Z,4,0,0,Oregon,csbs
Douglas,2020-03-26T19:54:00Z,3,0,0,Oregon,csbs
Umatilla,2020-03-26T19:54:00Z,2,0,0,Oregon,csbs
Clatsop,2020-03-26T19:54:00Z,2,0,0,Oregon,csbs
Klamath,2020-03-26T19:54:00Z,1,0,0,Oregon,csbs
Grant,2020-03-26T19:54:00Z,1,0,0,Oregon,csbs
Union,2020-03-26T19:54:00Z,1,0,0,Oregon,csbs
Hood River,2020-03-26T19:54:00Z,1,0,0,Oregon,csbs
Lincoln,2020-03-26T19:54:00Z,1,0,0,Oregon,csbs
Tillamook,2020-03-26T19:54:00Z,1,0,0,Oregon,csbs
Wasco,2020-03-26T19:54:00Z,1,0,0,Oregon,csbs
Jefferson,2020-03-26T19:54:00Z,35,2,0,Kentucky,csbs
Fayette,2020-03-26T19:54:00Z,28,1,0,Kentucky,csbs
Daviess,2020-03-26T19:54:00Z,14,0,0,Kentucky,csbs
Harrison,2020-03-26T19:54:00Z,10,0,0,Kentucky,csbs
Kenton,2020-03-26T19:54:00Z,8,0,0,Kentucky,csbs
Warren,2020-03-26T19:54:00Z,5,0,0,Kentucky,csbs
Pulaski,2020-03-26T19:54:00Z,3,0,0,Kentucky,csbs
Montgomery,2020-03-26T19:54:00Z,2,0,0,Kentucky,csbs
Clark,2020-03-26T19:54:00Z,2,0,0,Kentucky,csbs
Bourbon,2020-03-26T19:54:00Z,2,1,0,Kentucky,csbs
Henderson,2020-03-26T19:54:00Z,2,0,0,Kentucky,csbs
Anderson,2020-03-26T19:54:00Z,2,1,0,Kentucky,csbs
Christian,2020-03-26T19:54:00Z,2,0,0,Kentucky,csbs
Franklin,2020-03-26T19:54:00Z,2,0,0,Kentucky,csbs
Hardin,2020-03-26T19:54:00Z,2,0,0,Kentucky,csbs
Breathitt,2020-03-26T19:54:00Z,2,0,0,Kentucky,csbs
Madison,2020-03-26T19:54:00Z,2,0,0,Kentucky,csbs
Muhlenberg,2020-03-26T19:54:00Z,2,0,0,Kentucky,csbs
McCracken,2020-03-26T19:54:00Z,2,0,0,Kentucky,csbs
Nelson,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Lyon,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Calloway,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Oldham,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Jessamine,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Martin,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Menifee,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Spencer,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Northern Kentucky,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Boone,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Campbell,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Laurel,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Logan,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Scott,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Simpson,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Webster,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Allen,2020-03-26T19:54:00Z,1,0,0,Kentucky,csbs
Oklahoma,2020-03-26T19:54:00Z,73,2,0,Oklahoma,csbs
Tulsa,2020-03-26T19:54:00Z,41,1,0,Oklahoma,csbs
Cleveland,2020-03-26T19:54:00Z,39,3,0,Oklahoma,csbs
Kay,2020-03-26T19:54:00Z,11,0,0,Oklahoma,csbs
Pawnee,2020-03-26T19:54:00Z,10,1,0,Oklahoma,csbs
Creek,2020-03-26T19:54:00Z,10,0,0,Oklahoma,csbs
Canadian,2020-03-26T19:54:00Z,6,0,0,Oklahoma,csbs
Wagoner,2020-03-26T19:54:00Z,6,0,0,Oklahoma,csbs
Payne,2020-03-26T19:54:00Z,5,0,0,Oklahoma,csbs
Washington,2020-03-26T19:54:00Z,5,0,0,Oklahoma,csbs
Muskogee,2020-03-26T19:54:00Z,4,0,0,Oklahoma,csbs
Custer,2020-03-26T19:54:00Z,3,0,0,Oklahoma,csbs
Logan,2020-03-26T19:54:00Z,3,0,0,Oklahoma,csbs
Osage,2020-03-26T19:54:00Z,3,0,0,Oklahoma,csbs
Comanche,2020-03-26T19:54:00Z,3,0,0,Oklahoma,csbs
Grady,2020-03-26T19:54:00Z,2,0,0,Oklahoma,csbs
McClain,2020-03-26T19:54:00Z,2,0,0,Oklahoma,csbs
Garvin,2020-03-26T19:54:00Z,2,0,0,Oklahoma,csbs
Noble,2020-03-26T19:54:00Z,2,0,0,Oklahoma,csbs
Mayes,2020-03-26T19:54:00Z,2,0,0,Oklahoma,csbs
Adair,2020-03-26T19:54:00Z,2,0,0,Oklahoma,csbs
Pottawatomie,2020-03-26T19:54:00Z,2,0,0,Oklahoma,csbs
Okmulgee,2020-03-26T19:54:00Z,2,0,0,Oklahoma,csbs
Jackson,2020-03-26T19:54:00Z,1,0,0,Oklahoma,csbs
Pontotoc,2020-03-26T19:54:00Z,1,0,0,Oklahoma,csbs
Bryan,2020-03-26T19:54:00Z,1,0,0,Oklahoma,csbs
Carter,2020-03-26T19:54:00Z,1,0,0,Oklahoma,csbs
Delaware,2020-03-26T19:54:00Z,1,0,0,Oklahoma,csbs
Stephens,2020-03-26T19:54:00Z,1,0,0,Oklahoma,csbs
Craig,2020-03-26T19:54:00Z,1,0,0,Oklahoma,csbs
Lincoln,2020-03-26T19:54:00Z,1,0,0,Oklahoma,csbs
Ottawa,2020-03-26T19:54:00Z,1,0,0,Oklahoma,csbs
Sequoyah,2020-03-26T19:54:00Z,1,0,0,Oklahoma,csbs
District of Columbia,2020-03-26T19:54:00Z,231,3,0,District of Columbia,csbs
Johnson,2020-03-26T19:54:00Z,49,0,0,Iowa,csbs
Polk,2020-03-26T19:54:00Z,24,0,0,Iowa,csbs
Linn,2020-03-26T19:54:00Z,12,0,0,Iowa,csbs
Washington,2020-03-26T19:54:00Z,8,0,0,Iowa,csbs
Dallas,2020-03-26T19:54:00Z,7,0,0,Iowa,csbs
Allamakee,2020-03-26T19:54:00Z,7,0,0,Iowa,csbs
Scott,2020-03-26T19:54:00Z,7,0,0,Iowa,csbs
Muscatine,2020-03-26T19:54:00Z,6,0,0,Iowa,csbs
Dubuque,2020-03-26T19:54:00Z,6,1,0,Iowa,csbs
Black Hawk,2020-03-26T19:54:00Z,5,0,0,Iowa,csbs
Tama,2020-03-26T19:54:00Z,4,0,0,Iowa,csbs
Poweshiek,2020-03-26T19:54:00Z,4,0,0,Iowa,csbs
Cedar,2020-03-26T19:54:00Z,4,0,0,Iowa,csbs
Pottawattamie,2020-03-26T19:54:00Z,3,0,0,Iowa,csbs
Harrison,2020-03-26T19:54:00Z,3,0,0,Iowa,csbs
Hancock,2020-03-26T19:54:00Z,3,0,0,Iowa,csbs
Story,2020-03-26T19:54:00Z,2,0,0,Iowa,csbs
Woodbury,2020-03-26T19:54:00Z,2,0,0,Iowa,csbs
Cerro Gordo,2020-03-26T19:54:00Z,2,0,0,Iowa,csbs
Sioux,2020-03-26T19:54:00Z,2,0,0,Iowa,csbs
Jasper,2020-03-26T19:54:00Z,2,0,0,Iowa,csbs
Benton,2020-03-26T19:54:00Z,2,0,0,Iowa,csbs
Carroll,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Adair,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Winneshiek,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Fayette,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Henry,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Kossuth,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Wapello,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Buchanan,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Warren,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Des Moines,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Page,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Appanoose,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Clayton,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Mahaska,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Monona,2020-03-26T19:54:00Z,1,0,0,Iowa,csbs
Johnson,2020-03-26T19:54:00Z,59,1,0,Kansas,csbs
Wyandotte,2020-03-26T19:54:00Z,34,2,0,Kansas,csbs
Sedgwick,2020-03-26T19:54:00Z,16,0,0,Kansas,csbs
Douglas,2020-03-26T19:54:00Z,13,0,0,Kansas,csbs
Leavenworth,2020-03-26T19:54:00Z,12,0,0,Kansas,csbs
Linn,2020-03-26T19:54:00Z,4,0,0,Kansas,csbs
Reno,2020-03-26T19:54:00Z,4,0,0,Kansas,csbs
Lyon,2020-03-26T19:54:00Z,4,0,0,Kansas,csbs
Shawnee,2020-03-26T19:54:00Z,4,0,0,Kansas,csbs
Butler,2020-03-26T19:54:00Z,3,0,0,Kansas,csbs
Crawford,2020-03-26T19:54:00Z,3,0,0,Kansas,csbs
Cherokee,2020-03-26T19:54:00Z,2,0,0,Kansas,csbs
Morris,2020-03-26T19:54:00Z,2,0,0,Kansas,csbs
Mitchell,2020-03-26T19:54:00Z,2,0,0,Kansas,csbs
Franklin,2020-03-26T19:54:00Z,1,0,0,Kansas,csbs
Jackson,2020-03-26T19:54:00Z,1,0,0,Kansas,csbs
Bourbon,2020-03-26T19:54:00Z,1,0,0,Kansas,csbs
Pottawatomie,2020-03-26T19:54:00Z,1,0,0,Kansas,csbs
Doniphan,2020-03-26T19:54:00Z,1,0,0,Kansas,csbs
Woodson,2020-03-26T19:54:00Z,1,0,0,Kansas,csbs
Neosho,2020-03-26T19:54:00Z,1,0,0,Kansas,csbs
Jefferson,2020-03-26T19:54:00Z,1,0,0,Kansas,csbs
Riley,2020-03-26T19:54:00Z,1,0,0,Kansas,csbs
Sumner,2020-03-26T19:54:00Z,1,0,0,Kansas,csbs
Providence,2020-03-26T19:54:00Z,91,0,0,Rhode Island,csbs
Washington,2020-03-26T19:54:00Z,14,0,0,Rhode Island,csbs
Newport,2020-03-26T19:54:00Z,12,0,0,Rhode Island,csbs
Kent,2020-03-26T19:54:00Z,9,0,0,Rhode Island,csbs
Bristol,2020-03-26T19:54:00Z,6,0,0,Rhode Island,csbs
Chittenden,2020-03-26T19:54:00Z,75,4,0,Vermont,csbs
Windsor,2020-03-26T19:54:00Z,17,1,0,Vermont,csbs
Addison,2020-03-26T19:54:00Z,12,0,0,Vermont,csbs
Bennington,2020-03-26T19:54:00Z,11,0,0,Vermont,csbs
Washington,2020-03-26T19:54:00Z,7,0,0,Vermont,csbs
Windham,2020-03-26T19:54:00Z,7,0,0,Vermont,csbs
Rutland,2020-03-26T19:54:00Z,5,0,0,Vermont,csbs
Lamoille,2020-03-26T19:54:00Z,5,0,0,Vermont,csbs
Franklin,2020-03-26T19:54:00Z,4,0,0,Vermont,csbs
Orange,2020-03-26T19:54:00Z,3,0,0,Vermont,csbs
Orleans,2020-03-26T19:54:00Z,3,0,0,Vermont,csbs
Caledonia,2020-03-26T19:54:00Z,1,0,0,Vermont,csbs
Cumberland,2020-03-26T19:54:00Z,90,0,0,Maine,csbs
York,2020-03-26T19:54:00Z,27,0,0,Maine,csbs
Oxford,2020-03-26T19:54:00Z,8,0,0,Maine,csbs
Kennebec,2020-03-26T19:54:00Z,6,0,0,Maine,csbs
Androscoggin,2020-03-26T19:54:00Z,5,0,0,Maine,csbs
Lincoln,2020-03-26T19:54:00Z,5,0,0,Maine,csbs
Penobscot,2020-03-26T19:54:00Z,5,0,0,Maine,csbs
Sagadahoc,2020-03-26T19:54:00Z,4,0,0,Maine,csbs
Waldo,2020-03-26T19:54:00Z,2,0,0,Maine,csbs
Knox,2020-03-26T19:54:00Z,1,0,0,Maine,csbs
Franklin,2020-03-26T19:54:00Z,1,0,0,Maine,csbs
Blaine,2020-03-26T19:54:00Z,66,2,0,Idaho,csbs
Ada,2020-03-26T19:54:00Z,39,0,0,Idaho,csbs
Canyon,2020-03-26T19:54:00Z,13,1,0,Idaho,csbs
Kootenai,2020-03-26T19:54:00Z,9,0,0,Idaho,csbs
Bannock,2020-03-26T19:54:00Z,3,0,0,Idaho,csbs
Teton,2020-03-26T19:54:00Z,2,0,0,Idaho,csbs
Madison,2020-03-26T19:54:00Z,2,0,0,Idaho,csbs
Bingham,2020-03-26T19:54:00Z,2,0,0,Idaho,csbs
Jefferson,2020-03-26T19:54:00Z,2,0,0,Idaho,csbs
Twin Falls,2020-03-26T19:54:00Z,1,0,0,Idaho,csbs
Valley,2020-03-26T19:54:00Z,1,0,0,Idaho,csbs
Cassia,2020-03-26T19:54:00Z,1,0,0,Idaho,csbs
Nez Perce,2020-03-26T19:54:00Z,1,0,0,Idaho,csbs
Payette,2020-03-26T19:54:00Z,1,0,0,Idaho,csbs
Fremont,2020-03-26T19:54:00Z,1,0,0,Idaho,csbs
Idaho,2020-03-26T19:54:00Z,1,0,0,Idaho,csbs
Custer,2020-03-26T19:54:00Z,1,0,0,Idaho,csbs
Rockingham,2020-03-26T19:54:00Z,56,0,0,New Hampshire,csbs
Hillsborough,2020-03-26T19:54:00Z,30,1,0,New Hampshire,csbs
Grafton,2020-03-26T19:54:00Z,22,0,0,New Hampshire,csbs
Belknap,2020-03-26T19:54:00Z,8,0,0,New Hampshire,csbs
Carroll,2020-03-26T19:54:00Z,7,0,0,New Hampshire,csbs
Strafford,2020-03-26T19:54:00Z,7,0,0,New Hampshire,csbs
Merrimack,2020-03-26T19:54:00Z,5,0,0,New Hampshire,csbs
Cheshire,2020-03-26T19:54:00Z,1,0,0,New Hampshire,csbs
Sullivan,2020-03-26T19:54:00Z,1,0,0,New Hampshire,csbs
New Castle,2020-03-26T19:54:00Z,86,0,0,Delaware,csbs
Sussex,2020-03-26T19:54:00Z,27,1,0,Delaware,csbs
Kent,2020-03-26T19:54:00Z,17,0,0,Delaware,csbs
Bernalillo,2020-03-26T19:54:00Z,48,0,0,New Mexico,csbs
Santa Fe,2020-03-26T19:54:00Z,17,0,0,New Mexico,csbs
Dona Ana,2020-03-26T19:54:00Z,13,0,0,New Mexico,csbs
Sandoval,2020-03-26T19:54:00Z,8,0,0,New Mexico,csbs
San Juan,2020-03-26T19:54:00Z,8,0,0,New Mexico,csbs
Chaves,2020-03-26T19:54:00Z,4,0,0,New Mexico,csbs
Taos,2020-03-26T19:54:00Z,3,0,0,New Mexico,csbs
McKinley,2020-03-26T19:54:00Z,3,0,0,New Mexico,csbs
Socorro,2020-03-26T19:54:00Z,2,0,0,New Mexico,csbs
Rio Arriba,2020-03-26T19:54:00Z,2,0,0,New Mexico,csbs
San Miguel,2020-03-26T19:54:00Z,1,0,0,New Mexico,csbs
Lea,2020-03-26T19:54:00Z,1,0,0,New Mexico,csbs
Cibola,2020-03-26T19:54:00Z,1,0,0,New Mexico,csbs
Curry,2020-03-26T19:54:00Z,1,0,0,New Mexico,csbs
Eddy,2020-03-26T19:54:00Z,1,1,0,New Mexico,csbs
Honolulu,2020-03-26T19:54:00Z,68,0,0,Hawaii,csbs
Maui,2020-03-26T19:54:00Z,13,0,0,Hawaii,csbs
Hawaii,2020-03-26T19:54:00Z,4,0,0,Hawaii,csbs
Kauai,2020-03-26T19:54:00Z,2,0,0,Hawaii,csbs
Gallatin,2020-03-26T19:54:00Z,38,0,0,Montana,csbs
Yellowstone,2020-03-26T19:54:00Z,14,0,0,Montana,csbs
Missoula,2020-03-26T19:54:00Z,7,0,0,Montana,csbs
Silver Bow,2020-03-26T19:54:00Z,5,0,0,Montana,csbs
Lewis and Clark,2020-03-26T19:54:00Z,5,0,0,Montana,csbs
Flathead,2020-03-26T19:54:00Z,5,0,0,Montana,csbs
Cascade,2020-03-26T19:54:00Z,5,0,0,Montana,csbs
Broadwater,2020-03-26T19:54:00Z,2,0,0,Montana,csbs
Madison,2020-03-26T19:54:00Z,2,0,0,Montana,csbs
Roosevelt,2020-03-26T19:54:00Z,1,0,0,Montana,csbs
Ravalli,2020-03-26T19:54:00Z,1,0,0,Montana,csbs
Jefferson,2020-03-26T19:54:00Z,1,0,0,Montana,csbs
Hill,2020-03-26T19:54:00Z,1,0,0,Montana,csbs
Lincoln,2020-03-26T19:54:00Z,1,0,0,Montana,csbs
Douglas,2020-03-26T19:54:00Z,44,0,0,Nebraska,csbs
Sarpy,2020-03-26T19:54:00Z,8,0,0,Nebraska,csbs
Washington,2020-03-26T19:54:00Z,4,0,0,Nebraska,csbs
Lincoln,2020-03-26T19:54:00Z,3,0,0,Nebraska,csbs
Lancaster,2020-03-26T19:54:00Z,3,0,0,Nebraska,csbs
Knox,2020-03-26T19:54:00Z,2,0,0,Nebraska,csbs
Cass,2020-03-26T19:54:00Z,2,0,0,Nebraska,csbs
Buffalo,2020-03-26T19:54:00Z,2,0,0,Nebraska,csbs
Saunders,2020-03-26T19:54:00Z,2,0,0,Nebraska,csbs
Adams,2020-03-26T19:54:00Z,1,0,0,Nebraska,csbs
Nemaha,2020-03-26T19:54:00Z,1,0,0,Nebraska,csbs
Gage,2020-03-26T19:54:00Z,1,0,0,Nebraska,csbs
Madison,2020-03-26T19:54:00Z,1,0,0,Nebraska,csbs
Puerto Rico,2020-03-26T19:54:00Z,64,2,0,Puerto Rico,csbs
Anchorage,2020-03-26T19:54:00Z,28,0,0,Alaska,csbs
Fairbanks North Star,2020-03-26T19:54:00Z,11,0,0,Alaska,csbs
Ketchikan Gateway,2020-03-26T19:54:00Z,11,0,0,Alaska,csbs
Sterling,2020-03-26T19:54:00Z,2,0,0,Alaska,csbs
Juneau,2020-03-26T19:54:00Z,2,0,0,Alaska,csbs
Palmer,2020-03-26T19:54:00Z,2,0,0,Alaska,csbs
Seward,2020-03-26T19:54:00Z,1,0,0,Alaska,csbs
Soldotna,2020-03-26T19:54:00Z,1,0,0,Alaska,csbs
Homer,2020-03-26T19:54:00Z,1,0,0,Alaska,csbs
Fremont,2020-03-26T19:54:00Z,14,0,0,Wyoming,csbs
Laramie,2020-03-26T19:54:00Z,14,0,0,Wyoming,csbs
Teton,2020-03-26T19:54:00Z,7,0,0,Wyoming,csbs
Natrona,2020-03-26T19:54:00Z,6,0,0,Wyoming,csbs
Sheridan,2020-03-26T19:54:00Z,4,0,0,Wyoming,csbs
Carbon,2020-03-26T19:54:00Z,3,0,0,Wyoming,csbs
Park,2020-03-26T19:54:00Z,1,0,0,Wyoming,csbs
Campbell,2020-03-26T19:54:00Z,1,0,0,Wyoming,csbs
Sweetwater,2020-03-26T19:54:00Z,1,0,0,Wyoming,csbs
Albany,2020-03-26T19:54:00Z,1,0,0,Wyoming,csbs
Johnson,2020-03-26T19:54:00Z,1,0,0,Wyoming,csbs
Burleigh,2020-03-26T19:54:00Z,22,0,0,North Dakota,csbs
Morton,2020-03-26T19:54:00Z,8,0,0,North Dakota,csbs
Cass,2020-03-26T19:54:00Z,6,0,0,North Dakota,csbs
Ward,2020-03-26T19:54:00Z,3,0,0,North Dakota,csbs
Ramsey,2020-03-26T19:54:00Z,3,0,0,North Dakota,csbs
Stark,2020-03-26T19:54:00Z,3,0,0,North Dakota,csbs
Pierce,2020-03-26T19:54:00Z,2,0,0,North Dakota,csbs
Dunn,2020-03-26T19:54:00Z,1,0,0,North Dakota,csbs
Walsh,2020-03-26T19:54:00Z,1,0,0,North Dakota,csbs
Foster,2020-03-26T19:54:00Z,1,0,0,North Dakota,csbs
McHenry,2020-03-26T19:54:00Z,1,0,0,North Dakota,csbs
Mclntosh,2020-03-26T19:54:00Z,1,0,0,North Dakota,csbs
Monongalia,2020-03-26T19:54:00Z,18,0,0,West Virginia,csbs
Kanawha,2020-03-26T19:54:00Z,5,0,0,West Virginia,csbs
Jackson,2020-03-26T19:54:00Z,4,0,0,West Virginia,csbs
Jefferson,2020-03-26T19:54:00Z,3,0,0,West Virginia,csbs
Harrison,2020-03-26T19:54:00Z,3,0,0,West Virginia,csbs
Mercer,2020-03-26T19:54:00Z,2,0,0,West Virginia,csbs
Tucker,2020-03-26T19:54:00Z,2,0,0,West Virginia,csbs
Marshall,2020-03-26T19:54:00Z,2,0,0,West Virginia,csbs
Putnam,2020-03-26T19:54:00Z,2,0,0,West Virginia,csbs
Berkeley,2020-03-26T19:54:00Z,2,0,0,West Virginia,csbs
Preston,2020-03-26T19:54:00Z,2,0,0,West Virginia,csbs
Ohio,2020-03-26T19:54:00Z,2,0,0,West Virginia,csbs
Wood,2020-03-26T19:54:00Z,1,0,0,West Virginia,csbs
Hancock,2020-03-26T19:54:00Z,1,0,0,West Virginia,csbs
Logan,2020-03-26T19:54:00Z,1,0,0,West Virginia,csbs
Marion,2020-03-26T19:54:00Z,1,0,0,West Virginia,csbs
Raleigh,2020-03-26T19:54:00Z,1,0,0,West Virginia,csbs
Minnehaha,2020-03-26T19:54:00Z,16,0,0,South Dakota,csbs
Beadle,2020-03-26T19:54:00Z,14,0,0,South Dakota,csbs
Davison,2020-03-26T19:54:00Z,2,0,0,South Dakota,csbs
McCook,2020-03-26T19:54:00Z,2,0,0,South Dakota,csbs
Brown,2020-03-26T19:54:00Z,2,0,0,South Dakota,csbs
Lincoln,2020-03-26T19:54:00Z,2,0,0,South Dakota,csbs
Pennington,2020-03-26T19:54:00Z,1,1,0,South Dakota,csbs
Charles Mix,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Bon Homme,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Codington,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Hughes,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Lyman,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Brookings,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Meade,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Guam,2020-03-26T19:54:00Z,45,1,0,Guam,csbs
Rio Grande,2020-03-26T19:54:00Z,2,0,0,Colorado,csbs
Washington,2020-03-26T19:54:00Z,1,0,0,Colorado,csbs
Polk,2020-03-26T19:54:00Z,1,0,0,North Carolina,csbs
Meagher,2020-03-26T19:54:00Z,1,0,0,Montana,csbs
Toole,2020-03-26T19:54:00Z,1,0,0,Montana,csbs
